"","Year","Plot","Ring","CO2","N","SR","TotalBiomass","pSR","pH","ExpYear","l.year","l.SR","l.biomass","l.RR","Trt"
"2159",2005,338,6,"Camb","Nenrich",1,562.2,1,6.2,8,2.07944154167984,0,6.33185765847243,0.00995033085316809,"Nenrich.Camb"
"2160",2005,339,6,"Camb","Namb",1,441,1,5,8,2.07944154167984,0,6.08904487544685,0.00995033085316809,"Namb.Camb"
"2161",2005,340,6,"Camb","Nenrich",4,165.1,4,5.3,8,2.07944154167984,1.38629436111989,5.10655135092608,1.38879124131848,"Nenrich.Camb"
"2162",2005,342,6,"Camb","Nenrich",1,266.3,1,4.6,8,2.07944154167984,0,5.58462349281989,0.698134722070984,"Nenrich.Camb"
"2163",2005,343,6,"Camb","Namb",1,189.6,1,5.6,8,2.07944154167984,0,5.24491658982092,0.00995033085316809,"Namb.Camb"
"2164",2005,344,6,"Camb","Namb",16,628.7,7,5.8,8,2.07944154167984,2.77258872223978,6.44365419538902,1.9473377010465,"Namb.Camb"
"2165",2005,345,6,"Camb","Namb",1,272.6,1,5.9,8,2.07944154167984,0,5.60800551926243,0.698134722070984,"Namb.Camb"
"2166",2005,346,6,"Camb","Namb",4,220.7,4,5.8,8,2.07944154167984,1.38629436111989,5.39680431326269,1.38879124131848,"Namb.Camb"
"2167",2005,347,6,"Camb","Namb",1,358.7,1,5,8,2.07944154167984,0,5.88248638453824,0.00995033085316809,"Namb.Camb"
"2168",2005,348,6,"Camb","Nenrich",4,1069.8,3,5.5,8,2.07944154167984,1.38629436111989,6.97522699409715,1.10194007876078,"Nenrich.Camb"
"2169",2005,349,6,"Camb","Nenrich",1,435.4,1,4.8,8,2.07944154167984,0,6.07626514880045,0.00995033085316809,"Nenrich.Camb"
"2171",2005,350,6,"Camb","Nenrich",4,212.8,3,4.3,8,2.07944154167984,1.38629436111989,5.36035275746749,1.10194007876078,"Nenrich.Camb"
"2172",2005,351,6,"Camb","Nenrich",4,963.4,4,4.7,8,2.07944154167984,1.38629436111989,6.87046869419612,1.38879124131848,"Nenrich.Camb"
"2173",2005,352,6,"Camb","Nenrich",1,160.1,1,5.1,8,2.07944154167984,0,5.07579862000267,0.00995033085316809,"Nenrich.Camb"
"2174",2005,353,6,"Camb","Nenrich",4,518.2,3,5.2,8,2.07944154167984,1.38629436111989,6.25036126812801,1.10194007876078,"Nenrich.Camb"
"2175",2005,354,6,"Camb","Nenrich",16,412.8,7,5.8,8,2.07944154167984,2.77258872223978,6.02296321416735,1.9473377010465,"Nenrich.Camb"
"2176",2005,355,6,"Camb","Namb",16,508.4,7,6.1,8,2.07944154167984,2.77258872223978,6.2312685393153,1.9473377010465,"Namb.Camb"
"2177",2005,357,6,"Camb","Nenrich",9,353.6,6,5.3,8,2.07944154167984,2.19722457733622,5.86816633076349,1.79342474854712,"Nenrich.Camb"
"2178",2005,358,6,"Camb","Namb",16,536.7,10,6.1,8,2.07944154167984,2.77258872223978,6.28543927918278,2.30358459332713,"Namb.Camb"
"2179",2005,359,6,"Camb","Namb",4,413.1,4,5,8,2.07944154167984,1.38629436111989,6.02368969440272,1.38879124131848,"Namb.Camb"
"2181",2005,361,6,"Camb","Namb",9,326.2,5,5.7,8,2.07944154167984,2.19722457733622,5.78751069018691,1.61143591509677,"Namb.Camb"
"2182",2005,362,6,"Camb","Nenrich",1,59.7,1,5.2,8,2.07944154167984,0,4.08933202039856,0.00995033085316809,"Nenrich.Camb"
"2183",2005,363,6,"Camb","Namb",4,269,4,4.8,8,2.07944154167984,1.38629436111989,5.59471137960184,1.38879124131848,"Namb.Camb"
"2184",2005,364,6,"Camb","Namb",4,140.3,4,4.9,8,2.07944154167984,1.38629436111989,4.94378298710842,1.38879124131848,"Namb.Camb"
"2185",2005,365,6,"Camb","Nenrich",4,733.5,3,5.1,8,2.07944154167984,1.38629436111989,6.59782759758304,1.10194007876078,"Nenrich.Camb"
"2211",2005,62,2,"Camb","Namb",4,265.2,4,5.8,8,2.07944154167984,1.38629436111989,5.58048425831171,1.38879124131848,"Namb.Camb"
"2212",2005,63,2,"Camb","Namb",4,130.2,2,5.7,8,2.07944154167984,1.38629436111989,4.86907172977447,0.698134722070984,"Namb.Camb"
"2213",2005,64,2,"Camb","Nenrich",16,328.7,6,6,8,2.07944154167984,2.77258872223978,5.79514548067017,1.79342474854712,"Nenrich.Camb"
"2214",2005,65,2,"Camb","Nenrich",9,513.1,5,5.9,8,2.07944154167984,2.19722457733622,6.24047075794792,1.61143591509677,"Nenrich.Camb"
"2215",2005,67,2,"Camb","Namb",16,658.5,5,6.1,8,2.07944154167984,2.77258872223978,6.48996452118334,1.61143591509677,"Namb.Camb"
"2216",2005,68,2,"Camb","Nenrich",1,403.1,1,5.3,8,2.07944154167984,0,5.99918467012312,0.00995033085316809,"Nenrich.Camb"
"2217",2005,69,2,"Camb","Namb",16,442,6,6.2,8,2.07944154167984,2.77258872223978,6.0913098820777,1.79342474854712,"Namb.Camb"
"2218",2005,70,2,"Camb","Namb",1,114.9,1,5.6,8,2.07944154167984,0,4.74406218485471,0.00995033085316809,"Namb.Camb"
"2219",2005,71,2,"Camb","Nenrich",1,91.1,1,5.1,8,2.07944154167984,0,4.51195780426591,0.00995033085316809,"Nenrich.Camb"
"2220",2005,72,2,"Camb","Nenrich",1,350.2,1,4.9,8,2.07944154167984,0,5.85850441985175,0.698134722070984,"Nenrich.Camb"
"2221",2005,74,2,"Camb","Nenrich",4,386.9,3,4.9,8,2.07944154167984,1.38629436111989,5.95816626170647,1.10194007876078,"Nenrich.Camb"
"2222",2005,75,2,"Camb","Nenrich",4,318.1,3,5.3,8,2.07944154167984,1.38629436111989,5.7623657987551,1.10194007876078,"Nenrich.Camb"
"2223",2005,76,2,"Camb","Nenrich",4,552.8,3,5.2,8,2.07944154167984,1.38629436111989,6.31499627245346,1.10194007876078,"Nenrich.Camb"
"2224",2005,78,2,"Camb","Namb",4,256.4,2,5.6,8,2.07944154167984,1.38629436111989,5.54673872504651,0.698134722070984,"Namb.Camb"
"2225",2005,79,2,"Camb","Nenrich",4,686.8,4,5.3,8,2.07944154167984,1.38629436111989,6.53204312902332,1.38879124131848,"Nenrich.Camb"
"2227",2005,80,2,"Camb","Namb",4,105.3,3,5.8,8,2.07944154167984,1.38629436111989,4.65681341913993,1.10194007876078,"Namb.Camb"
"2228",2005,81,2,"Camb","Nenrich",1,258.3,1,6.3,8,2.07944154167984,0,5.55412170010179,0.00995033085316809,"Nenrich.Camb"
"2229",2005,82,2,"Camb","Namb",4,159.1,4,5.5,8,2.07944154167984,1.38629436111989,5.06953293534374,1.38879124131848,"Namb.Camb"
"2230",2005,83,2,"Camb","Namb",9,374.6,5,6.1,8,2.07944154167984,2.19722457733622,5.92585879000999,1.61143591509677,"Namb.Camb"
"2231",2005,85,2,"Camb","Nenrich",4,470.4,2,5.8,8,2.07944154167984,1.38629436111989,6.15358339658442,0.698134722070984,"Nenrich.Camb"
"2232",2005,86,2,"Camb","Nenrich",4,211.5,1,6.1,8,2.07944154167984,1.38629436111989,5.35422499848633,0.00995033085316809,"Nenrich.Camb"
"2233",2005,88,2,"Camb","Nenrich",4,299.9,2,5.8,8,2.07944154167984,1.38629436111989,5.70344908575496,0.698134722070984,"Nenrich.Camb"
"2234",2005,89,2,"Camb","Namb",4,217.4,1,5.7,8,2.07944154167984,1.38629436111989,5.38173897468711,0.00995033085316809,"Namb.Camb"
"2236",2005,90,2,"Camb","Namb",1,173.8,1,6.1,8,2.07944154167984,0,5.15790521283129,0.00995033085316809,"Namb.Camb"
"2237",2005,91,2,"Camb","Nenrich",4,689,3,6.3,8,2.07944154167984,1.38629436111989,6.53524127101366,1.10194007876078,"Nenrich.Camb"
"2238",2005,93,2,"Camb","Namb",4,263.2,3,5.2,8,2.07944154167984,1.38629436111989,5.57291419945116,1.10194007876078,"Namb.Camb"
"2239",2005,94,2,"Camb","Nenrich",1,6.1,1,4.8,8,2.07944154167984,0,1.80828877117927,0.00995033085316809,"Nenrich.Camb"
"2240",2005,95,2,"Camb","Nenrich",4,8.5,3,6.6,8,2.07944154167984,1.38629436111989,2.14006616349627,1.10194007876078,"Nenrich.Camb"
"2241",2005,96,2,"Camb","Nenrich",1,183.4,1,5.2,8,2.07944154167984,0,5.21166955982236,0.00995033085316809,"Nenrich.Camb"
"2242",2005,97,2,"Camb","Nenrich",9,270.5,5,5.9,8,2.07944154167984,2.19722457733622,5.60027209828654,1.61143591509677,"Nenrich.Camb"
"2243",2005,98,2,"Camb","Nenrich",4,140.7,4,6,8,2.07944154167984,1.38629436111989,4.94662996412034,1.38879124131848,"Nenrich.Camb"
"2244",2005,99,2,"Camb","Nenrich",1,745.1,1,6,8,2.07944154167984,0,6.61351843755968,0.00995033085316809,"Nenrich.Camb"
"2247",2006,100,2,"Camb","Namb",1,333.7,1,6,9,2.19722457733622,0,5.81024238575733,0.00995033085316809,"Namb.Camb"
"2248",2006,101,2,"Camb","Nenrich",1,145.1,1,6.1,9,2.19722457733622,0,4.97742315989014,0.00995033085316809,"Nenrich.Camb"
"2249",2006,102,2,"Camb","Namb",1,94.4,1,4.9,9,2.19722457733622,0,4.54754107315146,0.00995033085316809,"Namb.Camb"
"2250",2006,103,2,"Camb","Nenrich",1,205.6,1,5.5,9,2.19722457733622,0,5.32593253358101,0.00995033085316809,"Nenrich.Camb"
"2251",2006,104,2,"Camb","Namb",16,248.6,7,5.9,9,2.19722457733622,2.77258872223978,5.51584517907661,1.9473377010465,"Namb.Camb"
"2252",2006,105,2,"Camb","Namb",4,44.5,3,5.7,9,2.19722457733622,1.38629436111989,3.79548918917219,1.10194007876078,"Namb.Camb"
"2253",2006,106,2,"Camb","Namb",9,259.7,4,6.1,9,2.19722457733622,2.19722457733622,5.5595271186687,1.38879124131848,"Namb.Camb"
"2254",2006,107,2,"Camb","Namb",16,438,9,5.9,9,2.19722457733622,2.77258872223978,6.08221891037645,2.19833507162025,"Namb.Camb"
"2255",2006,108,2,"Camb","Nenrich",16,536.5,8,6,9,2.19722457733622,2.77258872223978,6.28506656207075,2.08069076108027,"Nenrich.Camb"
"2256",2006,109,2,"Camb","Namb",1,151.9,1,5.6,9,2.19722457733622,0,5.02322240960173,0.00995033085316809,"Namb.Camb"
"2257",2006,110,2,"Camb","Nenrich",16,298.9,6,6.1,9,2.19722457733622,2.77258872223978,5.70010906928989,1.79342474854712,"Nenrich.Camb"
"2258",2006,111,2,"Camb","Namb",1,107.3,1,5.2,9,2.19722457733622,0,4.67562864963665,0.00995033085316809,"Namb.Camb"
"2259",2006,112,2,"Camb","Nenrich",1,195.2,1,5.5,9,2.19722457733622,0,5.27402467397899,0.00995033085316809,"Nenrich.Camb"
"2260",2006,113,2,"Camb","Nenrich",1,120.6,1,5.4,9,2.19722457733622,0,4.79247928429309,0.00995033085316809,"Nenrich.Camb"
"2261",2006,114,2,"Camb","Nenrich",4,382.1,4,5.8,9,2.19722457733622,1.38629436111989,5.94568235445285,1.38879124131848,"Nenrich.Camb"
"2262",2006,115,2,"Camb","Namb",1,97.1,1,5.6,9,2.19722457733622,0,4.57574137529728,0.00995033085316809,"Namb.Camb"
"2263",2006,116,2,"Camb","Namb",1,293.2,1,5,9,2.19722457733622,0,5.6808549700125,0.00995033085316809,"Namb.Camb"
"2264",2006,118,2,"Camb","Nenrich",16,289.5,7,6.6,9,2.19722457733622,2.77258872223978,5.66815529701305,1.9473377010465,"Nenrich.Camb"
"2266",2006,120,2,"Camb","Namb",4,517.9,4,5.8,9,2.19722457733622,1.38629436111989,6.24978217342985,1.38879124131848,"Namb.Camb"
"2267",2006,121,2,"Camb","Namb",4,67.3,3,5.7,9,2.19722457733622,1.38629436111989,4.20916023665068,1.10194007876078,"Namb.Camb"
"2268",2006,122,2,"Camb","Namb",1,145.1,1,5.5,9,2.19722457733622,0,4.97742315989014,0.00995033085316809,"Namb.Camb"
"2327",2006,184,4,"Camb","Namb",16,400.9,8,5.9,9,2.19722457733622,2.77258872223978,5.99371201964846,2.08069076108027,"Namb.Camb"
"2328",2006,187,4,"Camb","Namb",9,353,4,5.8,9,2.19722457733622,2.19722457733622,5.8664680569333,1.38879124131848,"Namb.Camb"
"2329",2006,188,4,"Camb","Namb",16,499.7,9,5.9,9,2.19722457733622,2.77258872223978,6.21400791835016,2.19833507162025,"Namb.Camb"
"2330",2006,189,4,"Camb","Namb",4,577.5,3,6.3,9,2.19722457733622,1.38629436111989,6.35870844239595,1.10194007876078,"Namb.Camb"
"2332",2006,190,4,"Camb","Namb",1,418.1,1,5.6,9,2.19722457733622,0,6.03572063836252,0.00995033085316809,"Namb.Camb"
"2333",2006,191,4,"Camb","Namb",4,671,2,5.8,9,2.19722457733622,1.38629436111989,6.50876913697168,0.698134722070984,"Namb.Camb"
"2334",2006,192,4,"Camb","Namb",1,1.8,1,4.9,9,2.19722457733622,0,0.587786664902119,0.00995033085316809,"Namb.Camb"
"2335",2006,193,4,"Camb","Nenrich",4,558,4,5.9,9,2.19722457733622,1.38629436111989,6.32435896238131,1.38879124131848,"Nenrich.Camb"
"2336",2006,194,4,"Camb","Nenrich",9,431,6,5.9,9,2.19722457733622,2.19722457733622,6.06610809010375,1.79342474854712,"Nenrich.Camb"
"2337",2006,195,4,"Camb","Nenrich",1,0.7,1,4.9,9,2.19722457733622,0,-0.356674943938732,0.00995033085316809,"Nenrich.Camb"
"2338",2006,196,4,"Camb","Nenrich",1,172.4,1,4.9,9,2.19722457733622,0,5.14981735822959,0.00995033085316809,"Nenrich.Camb"
"2339",2006,197,4,"Camb","Nenrich",4,214.8,2,6.1,9,2.19722457733622,1.38629436111989,5.36970736263471,0.698134722070984,"Nenrich.Camb"
"2340",2006,198,4,"Camb","Namb",4,286.5,4,5.9,9,2.19722457733622,1.38629436111989,5.65773853615479,1.38879124131848,"Namb.Camb"
"2341",2006,199,4,"Camb","Namb",1,124.1,1,5.8,9,2.19722457733622,0,4.82108769221056,0.00995033085316809,"Namb.Camb"
"2344",2006,200,4,"Camb","Namb",4,674.5,4,5.3,9,2.19722457733622,1.38629436111989,6.51397167564781,1.38879124131848,"Namb.Camb"
"2345",2006,201,4,"Camb","Namb",16,389.2,6,5.8,9,2.19722457733622,2.77258872223978,5.96409335031185,1.79342474854712,"Namb.Camb"
"2346",2006,202,4,"Camb","Namb",1,108.9,1,5.7,9,2.19722457733622,0,4.69043002993891,0.00995033085316809,"Namb.Camb"
"2347",2006,203,4,"Camb","Nenrich",4,300.9,2,6.1,9,2.19722457733622,1.38629436111989,5.706777983636,0.698134722070984,"Nenrich.Camb"
"2348",2006,204,4,"Camb","Nenrich",1,209.5,1,5.5,9,2.19722457733622,0,5.34472373936219,0.00995033085316809,"Nenrich.Camb"
"2349",2006,205,4,"Camb","Nenrich",16,597.4,7,5.1,9,2.19722457733622,2.77258872223978,6.39258690578201,1.9473377010465,"Nenrich.Camb"
"2350",2006,206,4,"Camb","Nenrich",4,658.5,3,5.9,9,2.19722457733622,1.38629436111989,6.48996452118334,1.10194007876078,"Nenrich.Camb"
"2351",2006,207,4,"Camb","Nenrich",4,417.9,2,6,9,2.19722457733622,1.38629436111989,6.03524216945387,0.698134722070984,"Nenrich.Camb"
"2352",2006,208,4,"Camb","Nenrich",1,335.6,1,4.8,9,2.19722457733622,0,5.81591997459305,0.00995033085316809,"Nenrich.Camb"
"2353",2006,209,4,"Camb","Namb",1,276.2,1,5,9,2.19722457733622,0,5.62112524097519,0.00995033085316809,"Namb.Camb"
"2355",2006,210,4,"Camb","Nenrich",1,78.5,1,5.1,9,2.19722457733622,0,4.36309862478836,0.00995033085316809,"Nenrich.Camb"
"2356",2006,211,4,"Camb","Namb",4,271.9,4,5.9,9,2.19722457733622,1.38629436111989,5.60543435163842,1.38879124131848,"Namb.Camb"
"2357",2006,212,4,"Camb","Nenrich",1,526.1,1,5.7,9,2.19722457733622,0,6.26549130873676,0.00995033085316809,"Nenrich.Camb"
"2358",2006,213,4,"Camb","Nenrich",16,294.3,10,6.1,9,2.19722457733622,2.77258872223978,5.68459965523943,2.30358459332713,"Nenrich.Camb"
"2359",2006,214,4,"Camb","Nenrich",4,231.4,3,5.9,9,2.19722457733622,1.38629436111989,5.44414781475958,1.10194007876078,"Nenrich.Camb"
"2360",2006,215,4,"Camb","Nenrich",4,314.5,4,6.3,9,2.19722457733622,1.38629436111989,5.7509840761405,1.38879124131848,"Nenrich.Camb"
"2361",2006,216,4,"Camb","Namb",4,532,4,6.2,9,2.19722457733622,1.38629436111989,6.27664348934164,1.38879124131848,"Namb.Camb"
"2362",2006,218,4,"Camb","Nenrich",4,280.5,4,5.9,9,2.19722457733622,1.38629436111989,5.63657372496275,1.38879124131848,"Nenrich.Camb"
"2363",2006,219,4,"Camb","Nenrich",1,360,1,5.2,9,2.19722457733622,0,5.88610403145016,0.00995033085316809,"Nenrich.Camb"
"2365",2006,220,4,"Camb","Namb",4,319.6,4,6.2,9,2.19722457733622,1.38629436111989,5.76707021389212,1.38879124131848,"Namb.Camb"
"2366",2006,221,4,"Camb","Namb",4,113,4,5.9,9,2.19722457733622,1.38629436111989,4.72738781871234,1.38879124131848,"Namb.Camb"
"2367",2006,222,4,"Camb","Namb",16,514.22,9,6.1,9,2.19722457733622,2.77258872223978,6.24265118944683,2.19833507162025,"Namb.Camb"
"2368",2006,223,4,"Camb","Namb",1,166.4,1,5.6,9,2.19722457733622,0,5.11439452838711,0.00995033085316809,"Namb.Camb"
"2369",2006,225,4,"Camb","Nenrich",1,193.6,1,5.6,9,2.19722457733622,0,5.26579417484248,0.00995033085316809,"Nenrich.Camb"
"2370",2006,227,4,"Camb","Namb",1,77.8,1,5.8,9,2.19722457733622,0,4.35414143118435,0.00995033085316809,"Namb.Camb"
"2371",2006,228,4,"Camb","Namb",1,91.1,1,5.6,9,2.19722457733622,0,4.51195780426591,0.00995033085316809,"Namb.Camb"
"2372",2006,229,4,"Camb","Namb",1,29,1,5.1,9,2.19722457733622,0,3.36729582998647,0.00995033085316809,"Namb.Camb"
"2374",2006,231,4,"Camb","Namb",1,283.7,1,5.8,9,2.19722457733622,0,5.64791734181481,0.00995033085316809,"Namb.Camb"
"2375",2006,232,4,"Camb","Nenrich",9,116.8,7,6.2,9,2.19722457733622,2.19722457733622,4.76046307039413,1.9473377010465,"Nenrich.Camb"
"2376",2006,233,4,"Camb","Namb",9,519.5,11,6.5,9,2.19722457733622,2.19722457733622,6.25286681053928,2.39880395073459,"Namb.Camb"
"2377",2006,234,4,"Camb","Nenrich",16,318.4,8,6.1,9,2.19722457733622,2.77258872223978,5.76330845397023,2.08069076108027,"Nenrich.Camb"
"2378",2006,235,4,"Camb","Namb",1,86.1,1,5.7,9,2.19722457733622,0,4.45550941143368,0.00995033085316809,"Namb.Camb"
"2379",2006,236,4,"Camb","Nenrich",16,347,9,6.1,9,2.19722457733622,2.77258872223978,5.84932477994686,2.19833507162025,"Nenrich.Camb"
"2380",2006,238,4,"Camb","Nenrich",4,472.3,3,6,9,2.19722457733622,1.38629436111989,6.15761437690207,1.10194007876078,"Nenrich.Camb"
"2381",2006,239,4,"Camb","Namb",4,260.1,4,5.8,9,2.19722457733622,1.38629436111989,5.56106617245461,1.38879124131848,"Namb.Camb"
"2383",2006,240,4,"Camb","Nenrich",4,407.6,5,5.7,9,2.19722457733622,1.38629436111989,6.01028630134857,1.61143591509677,"Nenrich.Camb"
"2384",2006,241,4,"Camb","Nenrich",1,279.4,1,5,9,2.19722457733622,0,5.63264444682286,0.00995033085316809,"Nenrich.Camb"
"2385",2006,242,4,"Camb","Namb",4,474.5,4,5.8,9,2.19722457733622,1.38629436111989,6.16226161804998,1.38879124131848,"Namb.Camb"
"2386",2006,244,4,"Camb","Namb",4,192.2,4,5.7,9,2.19722457733622,1.38629436111989,5.25853649653619,1.38879124131848,"Namb.Camb"
"2445",2006,306,6,"Camb","Namb",16,207.7,8,6,9,2.19722457733622,2.77258872223978,5.33609473088207,2.08069076108027,"Namb.Camb"
"2446",2006,307,6,"Camb","Nenrich",16,208.9,6,6.3,9,2.19722457733622,2.77258872223978,5.34185566856252,1.79342474854712,"Nenrich.Camb"
"2447",2006,309,6,"Camb","Namb",4,260.7,3,5.6,9,2.19722457733622,1.38629436111989,5.56337032093946,1.10194007876078,"Namb.Camb"
"2449",2006,310,6,"Camb","Nenrich",1,58.5,1,5,9,2.19722457733622,0,4.06902675423781,0.00995033085316809,"Nenrich.Camb"
"2450",2006,311,6,"Camb","Nenrich",16,297.43,6,5.8,9,2.19722457733622,2.77258872223978,5.69517890318203,1.79342474854712,"Nenrich.Camb"
"2451",2006,312,6,"Camb","Namb",9,96.4,6,5.8,9,2.19722457733622,2.19722457733622,4.5685062016165,1.79342474854712,"Namb.Camb"
"2452",2006,313,6,"Camb","Namb",4,778.4,3,5.1,9,2.19722457733622,1.38629436111989,6.6572405308718,1.10194007876078,"Namb.Camb"
"2453",2006,314,6,"Camb","Namb",1,147.6,1,5.4,9,2.19722457733622,0,4.99450591216637,0.00995033085316809,"Namb.Camb"
"2454",2006,315,6,"Camb","Namb",4,267.4,4,6,9,2.19722457733622,1.38629436111989,5.58874566466784,1.38879124131848,"Namb.Camb"
"2455",2006,316,6,"Camb","Nenrich",1,432.2,1,4.7,9,2.19722457733622,0,6.06888844407279,0.00995033085316809,"Nenrich.Camb"
"2456",2006,317,6,"Camb","Nenrich",4,182,3,6,9,2.19722457733622,1.38629436111989,5.2040066870768,1.10194007876078,"Nenrich.Camb"
"2457",2006,318,6,"Camb","Nenrich",1,276.7,1,4.7,9,2.19722457733622,0,5.62293388679288,0.00995033085316809,"Nenrich.Camb"
"2458",2006,319,6,"Camb","Nenrich",4,578.8,2,6.1,9,2.19722457733622,1.38629436111989,6.36095699475733,0.698134722070984,"Nenrich.Camb"
"2460",2006,321,6,"Camb","Nenrich",16,469.3,7,5.8,9,2.19722457733622,2.77258872223978,6.15124222280037,1.9473377010465,"Nenrich.Camb"
"2461",2006,322,6,"Camb","Namb",1,478.7,1,4.4,9,2.19722457733622,0,6.17107409639846,0.00995033085316809,"Namb.Camb"
"2462",2006,323,6,"Camb","Namb",1,153.5,1,5.3,9,2.19722457733622,0,5.03370056702725,0.00995033085316809,"Namb.Camb"
"2463",2006,325,6,"Camb","Namb",4,151.3,4,5.7,9,2.19722457733622,1.38629436111989,5.01926462079431,1.38879124131848,"Namb.Camb"
"2464",2006,326,6,"Camb","Nenrich",4,146.3,2,5.7,9,2.19722457733622,1.38629436111989,4.98565930802608,0.698134722070984,"Nenrich.Camb"
"2465",2006,328,6,"Camb","Nenrich",4,153.3,4,6.1,9,2.19722457733622,1.38629436111989,5.03239678587777,1.38879124131848,"Nenrich.Camb"
"2466",2006,329,6,"Camb","Namb",1,23.5,1,5.1,9,2.19722457733622,0,3.15700042115011,0.00995033085316809,"Namb.Camb"
"2468",2006,330,6,"Camb","Namb",1,145.8,1,4.7,9,2.19722457733622,0,4.98223581957456,0.00995033085316809,"Namb.Camb"
"2469",2006,331,6,"Camb","Namb",1,55.7,1,5.1,9,2.19722457733622,0,4.01998014693324,0.00995033085316809,"Namb.Camb"
"2470",2006,332,6,"Camb","Namb",4,315,3,5.1,9,2.19722457733622,1.38629436111989,5.75257263882563,1.10194007876078,"Namb.Camb"
"2471",2006,333,6,"Camb","Nenrich",1,100.9,1,5.4,9,2.19722457733622,0,4.61412992735956,0.00995033085316809,"Nenrich.Camb"
"2472",2006,334,6,"Camb","Namb",4,295.8,3,5.2,9,2.19722457733622,1.38629436111989,5.6896835502767,1.10194007876078,"Namb.Camb"
"2473",2006,335,6,"Camb","Nenrich",9,161.1,6,5.9,9,2.19722457733622,2.19722457733622,5.08202529018293,1.79342474854712,"Nenrich.Camb"
"2474",2006,336,6,"Camb","Namb",1,41.7,1,5.5,9,2.19722457733622,0,3.73050112880476,0.00995033085316809,"Namb.Camb"
"2475",2006,337,6,"Camb","Namb",4,218.2,3,5.1,9,2.19722457733622,1.38629436111989,5.38541207339897,1.10194007876078,"Namb.Camb"
"2476",2006,338,6,"Camb","Nenrich",1,107,1,5.5,9,2.19722457733622,0,4.67282883446191,0.00995033085316809,"Nenrich.Camb"
"2477",2006,339,6,"Camb","Namb",1,101.2,1,5.3,9,2.19722457733622,0,4.61709875685337,0.00995033085316809,"Namb.Camb"
"2478",2006,340,6,"Camb","Nenrich",4,257.9,4,5,9,2.19722457733622,1.38629436111989,5.5525719128873,1.38879124131848,"Nenrich.Camb"
"2479",2006,342,6,"Camb","Nenrich",1,62.2,1,4.5,9,2.19722457733622,0,4.13035499974513,0.00995033085316809,"Nenrich.Camb"
"2480",2006,343,6,"Camb","Namb",1,87.7,1,5.6,9,2.19722457733622,0,4.47392189937814,0.00995033085316809,"Namb.Camb"
"2481",2006,344,6,"Camb","Namb",16,242.29,9,6.7,9,2.19722457733622,2.77258872223978,5.49013535581934,2.19833507162025,"Namb.Camb"
"2482",2006,345,6,"Camb","Namb",1,207.3,1,5.5,9,2.19722457733622,0,5.33416701944173,0.00995033085316809,"Namb.Camb"
"2483",2006,346,6,"Camb","Namb",4,126.2,4,5.6,9,2.19722457733622,1.38629436111989,4.83786795010711,1.38879124131848,"Namb.Camb"
"2484",2006,347,6,"Camb","Namb",1,75.2,1,5,9,2.19722457733622,0,4.32015123095579,0.00995033085316809,"Namb.Camb"
"2485",2006,348,6,"Camb","Nenrich",4,445,2,5.2,9,2.19722457733622,1.38629436111989,6.09807428216624,0.698134722070984,"Nenrich.Camb"
"2486",2006,349,6,"Camb","Nenrich",1,235.2,1,4.8,9,2.19722457733622,0,5.46043621602447,0.00995033085316809,"Nenrich.Camb"
"2488",2006,350,6,"Camb","Nenrich",4,99.6,3,4.7,9,2.19722457733622,1.38629436111989,4.60116216459055,1.10194007876078,"Nenrich.Camb"
"2489",2006,351,6,"Camb","Nenrich",4,88.8,4,4.8,9,2.19722457733622,1.38629436111989,4.48638664999812,1.38879124131848,"Nenrich.Camb"
"2490",2006,352,6,"Camb","Nenrich",1,178.6,1,5.4,9,2.19722457733622,0,5.1851486684424,0.00995033085316809,"Nenrich.Camb"
"2491",2006,353,6,"Camb","Nenrich",4,170.6,3,5.3,9,2.19722457733622,1.38629436111989,5.13932163505758,1.10194007876078,"Nenrich.Camb"
"2492",2006,354,6,"Camb","Nenrich",16,154.4,6,6.3,9,2.19722457733622,2.77258872223978,5.03954663759068,1.79342474854712,"Nenrich.Camb"
